PROD_EST,COBERTURA,ANIO,ID_MES,MARCA,SEGMENTO,FUENTE_DE_ENERGIA,MENUDEO,MAYOREO
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	02,Hino,Carga,Diésel,93,88
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	02,Hino,Carga,Híbrido,1,1
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	02,Hino,Pasajeros,Diésel,9,8
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	02,International,Carga,Diésel,501,182
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	02,International,Pasajeros,Diésel,181,77
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	02,Isuzu,Carga,Diésel,138,134
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	02,Isuzu,Pasajeros,Diésel,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	02,Kenworth,Carga,Diésel,808,918
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	02,Kenworth,Carga,Gas natural vehicular,13,8
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	02,Mack Trucks,Carga,Diésel,22,17
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	02,Man Truck And Bus México,Carga,Diésel,3,2
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	02,Man Truck And Bus México,Pasajeros,Diésel,11,11
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	02,Mercedes-Benz Autobuses,Pasajeros,Diésel,202,84
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	02,Scania,Carga,Diésel,32,32
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	02,Scania,Carga,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	02,Scania,Pasajeros,Diésel,74,74
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	02,Scania,Pasajeros,Gas natural vehicular,1,1
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	02,Volkswagen Camiones y Autobuses,Carga,Diésel,69,77
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	02,Volkswagen Camiones y Autobuses,Pasajeros,Diésel,27,36
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	02,Volvo Buses,Pasajeros,Diésel,14,14
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	02,Volvo Trucks,Carga,Diésel,77,56
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	02,Volvo Trucks,Carga,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,Dina,Carga,Eléctrico,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,Dina,Carga,Gasolina,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,Dina,Pasajeros,Diésel,81,80
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,Dina,Pasajeros,Eléctrico,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,Dina,Pasajeros,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,Freightliner,Carga,Diésel,1113,857
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,Hino,Carga,Diésel,124,124
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,Hino,Carga,Híbrido,1,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,Hino,Pasajeros,Diésel,3,3
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,International,Carga,Diésel,593,657
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,International,Pasajeros,Diésel,155,70
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,Isuzu,Carga,Diésel,258,261
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,Isuzu,Pasajeros,Diésel,4,4
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,Kenworth,Carga,Diésel,784,1123
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,Kenworth,Carga,Gas natural vehicular,9,8
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,Mack Trucks,Carga,Diésel,21,10
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,Man Truck And Bus México,Carga,Diésel,16,22
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,Man Truck And Bus México,Pasajeros,Diésel,22,22
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,Mercedes-Benz Autobuses,Pasajeros,Diésel,247,232
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,Scania,Carga,Diésel,7,7
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,Scania,Carga,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,Scania,Pasajeros,Diésel,87,87
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,Scania,Pasajeros,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,Volkswagen Camiones y Autobuses,Carga,Diésel,132,135
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,Volkswagen Camiones y Autobuses,Pasajeros,Diésel,50,52
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,Volvo Buses,Pasajeros,Diésel,67,67
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,Volvo Trucks,Carga,Diésel,85,73
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	03,Volvo Trucks,Carga,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,Dina,Carga,Eléctrico,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,Dina,Carga,Gasolina,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,Dina,Pasajeros,Diésel,63,63
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,Dina,Pasajeros,Eléctrico,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,Dina,Pasajeros,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,Freightliner,Carga,Diésel,912,981
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,Hino,Carga,Diésel,96,80
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,Hino,Carga,Híbrido,0,12
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,Hino,Pasajeros,Diésel,4,2
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,International,Carga,Diésel,852,728
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,International,Pasajeros,Diésel,118,75
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,Isuzu,Carga,Diésel,207,208
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,Isuzu,Pasajeros,Diésel,1,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,Kenworth,Carga,Diésel,960,1208
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,Kenworth,Carga,Gas natural vehicular,4,5
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,Mack Trucks,Carga,Diésel,31,14
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,Man Truck And Bus México,Carga,Diésel,2,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,Man Truck And Bus México,Pasajeros,Diésel,10,10
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,Mercedes-Benz Autobuses,Pasajeros,Diésel,201,141
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,Scania,Carga,Diésel,9,9
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,Scania,Carga,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,Scania,Pasajeros,Diésel,54,54
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,Scania,Pasajeros,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,Volkswagen Camiones y Autobuses,Carga,Diésel,54,30
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,Volkswagen Camiones y Autobuses,Pasajeros,Diésel,113,103
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,Volvo Buses,Pasajeros,Diésel,54,54
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,Volvo Trucks,Carga,Diésel,79,35
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	04,Volvo Trucks,Carga,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,Dina,Carga,Eléctrico,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,Dina,Carga,Gasolina,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,Dina,Pasajeros,Diésel,93,93
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,Dina,Pasajeros,Eléctrico,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,Dina,Pasajeros,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,Freightliner,Carga,Diésel,1059,1551
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,Hino,Carga,Diésel,101,142
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,Hino,Carga,Híbrido,9,9
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,Hino,Pasajeros,Diésel,43,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,International,Carga,Diésel,509,520
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,International,Pasajeros,Diésel,115,175
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,Isuzu,Carga,Diésel,151,148
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,Isuzu,Pasajeros,Diésel,1,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,Kenworth,Carga,Diésel,1192,1290
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,Kenworth,Carga,Gas natural vehicular,0,2
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,Mack Trucks,Carga,Diésel,18,24
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,Man Truck And Bus México,Carga,Diésel,0,1
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,Man Truck And Bus México,Pasajeros,Diésel,20,20
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,Mercedes-Benz Autobuses,Pasajeros,Diésel,218,298
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,Scania,Carga,Diésel,4,4
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,Scania,Carga,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,Scania,Pasajeros,Diésel,84,84
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,Scania,Pasajeros,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,Volkswagen Camiones y Autobuses,Carga,Diésel,45,42
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,Volkswagen Camiones y Autobuses,Pasajeros,Diésel,69,71
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,Volvo Buses,Pasajeros,Diésel,96,96
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,Volvo Trucks,Carga,Diésel,86,97
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	05,Volvo Trucks,Carga,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,Dina,Carga,Eléctrico,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,Dina,Carga,Gasolina,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,Dina,Pasajeros,Diésel,116,411
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,Dina,Pasajeros,Eléctrico,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,Dina,Pasajeros,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,Freightliner,Carga,Diésel,1010,2376
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,Hino,Carga,Diésel,136,1802
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,Hino,Carga,Híbrido,26,27
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,Hino,Pasajeros,Diésel,0,187
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,International,Carga,Diésel,468,821
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,International,Pasajeros,Diésel,134,832
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,Isuzu,Carga,Diésel,194,196
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,Isuzu,Pasajeros,Diésel,2,1
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,Kenworth,Carga,Diésel,1215,997
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,Kenworth,Carga,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,Mack Trucks,Carga,Diésel,22,27
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,Man Truck And Bus México,Carga,Diésel,42,38
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,Man Truck And Bus México,Pasajeros,Diésel,34,34
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,Mercedes-Benz Autobuses,Pasajeros,Diésel,363,216
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,Scania,Carga,Diésel,8,8
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,Scania,Carga,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,Scania,Pasajeros,Diésel,66,66
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,Scania,Pasajeros,Gas natural vehicular,1,1
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,Volkswagen Camiones y Autobuses,Carga,Diésel,39,60
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,Volkswagen Camiones y Autobuses,Pasajeros,Diésel,54,41
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,Volvo Buses,Pasajeros,Diésel,103,103
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,Volvo Trucks,Carga,Diésel,128,76
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	06,Volvo Trucks,Carga,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	07,Dina,Carga,Eléctrico,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	07,Dina,Carga,Gasolina,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	07,Dina,Pasajeros,Diésel,16,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	07,Dina,Pasajeros,Eléctrico,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	07,Dina,Pasajeros,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	07,Freightliner,Carga,Diésel,900,177
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	07,Hino,Carga,Diésel,138,1
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	07,Hino,Carga,Híbrido,1,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	07,Hino,Pasajeros,Diésel,50,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	07,International,Carga,Diésel,479,466
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	07,International,Pasajeros,Diésel,159,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	07,Isuzu,Carga,Diésel,137,142
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	07,Isuzu,Pasajeros,Diésel,2,1
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	07,Kenworth,Carga,Diésel,821,441
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	07,Kenworth,Carga,Gas natural vehicular,0,2
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	07,Mack Trucks,Carga,Diésel,11,23
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	07,Man Truck And Bus México,Carga,Diésel,1,1
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	07,Man Truck And Bus México,Pasajeros,Diésel,2,2
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2019,	07,Mercedes-Benz Autobuses,Pasajeros,Diésel,229,88
