PROD_EST,COBERTURA,ANIO,ID_MES,MARCA,SEGMENTO,FUENTE_DE_ENERGIA,MENUDEO,MAYOREO
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	02,Volvo Trucks,Carga,Diésel,46,47
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	02,Volvo Trucks,Carga,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,Dina,Carga,Eléctrico,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,Dina,Carga,Gasolina,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,Dina,Pasajeros,Diésel,0,59
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,Dina,Pasajeros,Eléctrico,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,Dina,Pasajeros,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,Freightliner,Carga,Diésel,903,954
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,Hino,Carga,Diésel,149,143
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,Hino,Carga,Híbrido,4,4
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,Hino,Pasajeros,Diésel,27,12
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,International,Carga,Diésel,584,370
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,International,Pasajeros,Diésel,150,188
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,Isuzu,Carga,Diésel,163,166
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,Isuzu,Pasajeros,Diésel,6,6
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,Kenworth,Carga,Diésel,758,804
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,Kenworth,Carga,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,Mack Trucks,Carga,Diésel,12,18
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,Man Truck And Bus México,Carga,Diésel,2,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,Man Truck And Bus México,Pasajeros,Diésel,1,1
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,Mercedes-Benz Autobuses,Pasajeros,Diésel,212,282
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,Scania,Carga,Diésel,5,5
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,Scania,Carga,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,Scania,Pasajeros,Diésel,18,18
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,Scania,Pasajeros,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,Volkswagen Camiones y Autobuses,Carga,Diésel,78,122
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,Volkswagen Camiones y Autobuses,Pasajeros,Diésel,119,103
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,Volvo Buses,Pasajeros,Diésel,25,25
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,Volvo Trucks,Carga,Diésel,57,28
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	03,Volvo Trucks,Carga,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,Dina,Carga,Eléctrico,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,Dina,Carga,Gasolina,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,Dina,Pasajeros,Diésel,36,51
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,Dina,Pasajeros,Eléctrico,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,Dina,Pasajeros,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,Freightliner,Carga,Diésel,790,564
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,Hino,Carga,Diésel,166,167
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,Hino,Carga,Híbrido,2,2
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,Hino,Pasajeros,Diésel,20,19
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,International,Carga,Diésel,496,422
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,International,Pasajeros,Diésel,156,259
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,Isuzu,Carga,Diésel,166,154
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,Isuzu,Pasajeros,Diésel,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,Kenworth,Carga,Diésel,747,723
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,Kenworth,Carga,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,Mack Trucks,Carga,Diésel,4,2
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,Man Truck And Bus México,Carga,Diésel,5,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,Man Truck And Bus México,Pasajeros,Diésel,2,3
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,Mercedes-Benz Autobuses,Pasajeros,Diésel,339,191
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,Scania,Carga,Diésel,7,7
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,Scania,Carga,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,Scania,Pasajeros,Diésel,47,47
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,Scania,Pasajeros,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,Volkswagen Camiones y Autobuses,Carga,Diésel,79,75
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,Volkswagen Camiones y Autobuses,Pasajeros,Diésel,83,91
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,Volvo Buses,Pasajeros,Diésel,52,52
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,Volvo Trucks,Carga,Diésel,30,32
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	04,Volvo Trucks,Carga,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,Dina,Carga,Eléctrico,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,Dina,Carga,Gasolina,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,Dina,Pasajeros,Diésel,53,40
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,Dina,Pasajeros,Eléctrico,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,Dina,Pasajeros,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,Freightliner,Carga,Diésel,1167,550
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,Hino,Carga,Diésel,161,150
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,Hino,Carga,Híbrido,0,18
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,Hino,Pasajeros,Diésel,10,7
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,International,Carga,Diésel,373,248
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,International,Pasajeros,Diésel,173,325
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,Isuzu,Carga,Diésel,150,158
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,Isuzu,Pasajeros,Diésel,0,5
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,Kenworth,Carga,Diésel,714,723
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,Kenworth,Carga,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,Mack Trucks,Carga,Diésel,20,35
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,Man Truck And Bus México,Carga,Diésel,3,2
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,Man Truck And Bus México,Pasajeros,Diésel,2,2
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,Mercedes-Benz Autobuses,Pasajeros,Diésel,312,295
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,Scania,Carga,Diésel,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,Scania,Carga,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,Scania,Pasajeros,Diésel,42,42
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,Scania,Pasajeros,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,Volkswagen Camiones y Autobuses,Carga,Diésel,55,66
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,Volkswagen Camiones y Autobuses,Pasajeros,Diésel,144,143
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,Volvo Buses,Pasajeros,Diésel,88,88
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,Volvo Trucks,Carga,Diésel,36,24
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	05,Volvo Trucks,Carga,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,Dina,Carga,Eléctrico,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,Dina,Carga,Gasolina,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,Dina,Pasajeros,Diésel,102,81
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,Dina,Pasajeros,Eléctrico,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,Dina,Pasajeros,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,Freightliner,Carga,Diésel,879,827
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,Hino,Carga,Diésel,158,136
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,Hino,Carga,Híbrido,7,10
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,Hino,Pasajeros,Diésel,24,20
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,International,Carga,Diésel,436,352
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,International,Pasajeros,Diésel,169,246
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,Isuzu,Carga,Diésel,199,210
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,Isuzu,Pasajeros,Diésel,6,6
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,Kenworth,Carga,Diésel,645,721
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,Kenworth,Carga,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,Mack Trucks,Carga,Diésel,23,7
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,Man Truck And Bus México,Carga,Diésel,2,6
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,Man Truck And Bus México,Pasajeros,Diésel,-2,-3
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,Mercedes-Benz Autobuses,Pasajeros,Diésel,292,353
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,Scania,Carga,Diésel,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,Scania,Carga,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,Scania,Pasajeros,Diésel,90,90
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,Scania,Pasajeros,Gas natural vehicular,1,1
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,Volkswagen Camiones y Autobuses,Carga,Diésel,51,52
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,Volkswagen Camiones y Autobuses,Pasajeros,Diésel,147,184
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,Volvo Buses,Pasajeros,Diésel,88,88
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,Volvo Trucks,Carga,Diésel,92,27
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	06,Volvo Trucks,Carga,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	07,Dina,Carga,Eléctrico,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	07,Dina,Carga,Gasolina,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	07,Dina,Pasajeros,Diésel,62,29
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	07,Dina,Pasajeros,Eléctrico,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	07,Dina,Pasajeros,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	07,Freightliner,Carga,Diésel,886,1091
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	07,Hino,Carga,Diésel,131,146
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	07,Hino,Carga,Híbrido,0,1
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	07,Hino,Pasajeros,Diésel,6,7
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	07,International,Carga,Diésel,433,490
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	07,International,Pasajeros,Diésel,184,215
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	07,Isuzu,Carga,Diésel,112,109
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	07,Isuzu,Pasajeros,Diésel,3,2
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	07,Kenworth,Carga,Diésel,604,668
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	07,Kenworth,Carga,Gas natural vehicular,0,0
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	07,Mack Trucks,Carga,Diésel,26,11
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	07,Man Truck And Bus México,Carga,Diésel,8,8
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	07,Man Truck And Bus México,Pasajeros,Diésel,3,3
Registro Administrativo de la Industria Automotriz de Vehículos Pesados. Venta de vehículos pesados,Nacional,2018,	07,Mercedes-Benz Autobuses,Pasajeros,Diésel,267,233
